"sid","entry","irt","fpatchnum","fpatchitem","fitemsfromend","flastitem","meanirt","catitem"
391,"snake",29,8,1,2,0,7.45833333333333,21
391,"lizard",4,8,2,1,1,7.45833333333333,22
391,"hippopotamus",22,9,1,99,0,7.45833333333333,23
391,"rhinoceros",12,9,2,99,0,7.45833333333333,24
392,"deer",4,1,1,1,1,4.36585365853659,1
392,"snake",1,2,1,2,0,4.36585365853659,2
392,"giraffe",4,3,1,1,1,4.36585365853659,4
392,"turkey",2,4,1,1,1,4.36585365853659,5
392,"dog",1,5,1,3,0,4.36585365853659,6
392,"cat",1,5,3,1,1,4.36585365853659,8
392,"owl",1,6,1,1,1,4.36585365853659,9
392,"sheep",2,7,1,3,0,4.36585365853659,10
392,"pig",1,7,2,2,0,4.36585365853659,11
392,"horse",1,7,3,1,1,4.36585365853659,12
392,"rat",6,8,1,2,0,4.36585365853659,13
392,"mouse",3,8,2,1,1,4.36585365853659,14
392,"lion",8,9,1,2,0,4.36585365853659,15
392,"tiger",1,9,2,1,1,4.36585365853659,16
392,"bear",2,10,1,1,1,4.36585365853659,17
392,"alligator",5,11,1,2,0,4.36585365853659,18
392,"crocodile",4,11,2,1,1,4.36585365853659,19
392,"hippopotamus",4,12,1,1,1,4.36585365853659,20
392,"wolf",5,13,1,2,0,4.36585365853659,21
392,"fox",2,13,2,1,1,4.36585365853659,22
392,"cow",4,14,1,1,1,4.36585365853659,23
392,"pigeon",17,15,1,1,1,4.36585365853659,24
392,"beetle",3,16,1,1,1,4.36585365853659,25
392,"whale",4,17,1,4,0,4.36585365853659,26
392,"shark",2,17,2,3,0,4.36585365853659,27
392,"squid",2,17,3,2,0,4.36585365853659,28
392,"octopus",3,17,4,1,1,4.36585365853659,29
392,"bluegill",7,18,1,1,1,4.36585365853659,30
392,"monkey",21,19,1,3,0,4.36585365853659,31
392,"leopard",6,19,2,2,0,4.36585365853659,32
392,"zebra",4,19,3,1,1,4.36585365853659,33
392,"hamster",12,20,1,2,0,4.36585365853659,34
392,"gerbil",4,20,2,1,1,4.36585365853659,35
392,"fly",4,21,1,5,0,4.36585365853659,36
392,"ant",3,21,2,4,0,4.36585365853659,37
392,"bee",1,21,3,3,0,4.36585365853659,38
392,"hornet",10,21,5,1,1,4.36585365853659,40
392,"bronco",8,22,1,99,0,4.36585365853659,41
393,"bear",4,1,1,1,1,6.88888888888889,1
393,"cat",2,2,1,2,0,6.88888888888889,2
393,"dog",1,2,2,1,1,6.88888888888889,3
393,"tiger",2,3,1,5,0,6.88888888888889,4
393,"lion",2,3,2,4,0,6.88888888888889,5
393,"monkey",2,3,3,3,0,6.88888888888889,6
393,"giraffe",2,3,4,2,0,6.88888888888889,7
393,"elephant",3,3,5,1,1,6.88888888888889,8
393,"turtle",2,4,1,1,1,6.88888888888889,9
393,"fox",1,5,1,5,0,6.88888888888889,10
393,"squirrel",3,5,2,4,0,6.88888888888889,11
393,"chipmunk",4,5,3,3,0,6.88888888888889,12
393,"deer",7,5,4,2,0,6.88888888888889,13
393,"rabbit",5,5,5,1,1,6.88888888888889,14
393,"bird",4,6,1,1,1,6.88888888888889,15
393,"fish",3,7,1,3,0,6.88888888888889,16
393,"dolphin",9,7,2,2,0,6.88888888888889,17
393,"shark",2,7,3,1,1,6.88888888888889,18
393,"raccoon",8,8,1,1,1,6.88888888888889,19
393,"snake",13,9,1,1,1,6.88888888888889,20
393,"hippopotamus",7,10,1,1,1,6.88888888888889,21
393,"otter",3,11,1,1,1,6.88888888888889,22
393,"horse",25,12,1,2,0,6.88888888888889,23
393,"cow",4,12,2,1,1,6.88888888888889,24
393,"groundhog",7,13,1,1,1,6.88888888888889,25
393,"pig",1,14,1,1,1,6.88888888888889,26
393,"mouse",60,15,1,99,0,6.88888888888889,27
394,"cat",3,1,1,4,0,8.13636363636364,1
394,"dog",1,1,2,3,0,8.13636363636364,2
394,"fish",2,1,3,2,0,8.13636363636364,3
394,"snake",2,1,4,1,1,8.13636363636364,4
394,"lion",4,2,1,2,0,8.13636363636364,5
394,"tiger",5,2,2,1,1,8.13636363636364,6
394,"bear",1,3,1,2,0,8.13636363636364,7
394,"turtle",6,4,1,1,1,8.13636363636364,9
394,"moth",3,5,1,1,1,8.13636363636364,10
394,"owl",3,6,1,1,1,8.13636363636364,11
394,"frog",4,7,1,2,0,8.13636363636364,12
394,"kitten",14,7,2,1,1,8.13636363636364,13
394,"panther",26,8,1,1,1,8.13636363636364,14
394,"polarbear",8,9,1,1,1,8.13636363636364,15
394,"rabbit",22,10,1,2,0,8.13636363636364,16
394,"hamster",4,10,2,1,1,8.13636363636364,17
394,"toucan",13,11,1,2,0,8.13636363636364,18
394,"bird",5,11,2,1,1,8.13636363636364,19
394,"squirrel",14,12,1,1,1,8.13636363636364,20
394,"rooster",32,13,1,1,1,8.13636363636364,21
394,"crow",5,14,1,99,0,8.13636363636364,22
395,"dog",5,1,1,2,0,3.55769230769231,1
395,"cat",1,1,2,1,1,3.55769230769231,2
395,"mouse",1,2,1,5,0,3.55769230769231,3
395,"rat",2,2,2,4,0,3.55769230769231,4
395,"hamster",3,2,3,3,0,3.55769230769231,5
395,"rabbit",3,2,4,2,0,3.55769230769231,6
395,"gerbil",1,2,5,1,1,3.55769230769231,7
395,"alligator",7,3,1,1,1,3.55769230769231,8
395,"giraffe",2,4,1,4,0,3.55769230769231,9
395,"rhinoceros",4,4,2,3,0,3.55769230769231,10
395,"elephant",3,4,3,2,0,3.55769230769231,11
395,"woollymammoth",5,4,4,1,1,3.55769230769231,12
395,"zebra",5,5,1,3,0,3.55769230769231,13
395,"lion",3,5,2,2,0,3.55769230769231,14
395,"tiger",2,5,3,1,1,3.55769230769231,15
395,"blackbird",3,6,1,4,0,3.55769230769231,16
395,"hawk",1,6,2,3,0,3.55769230769231,17
395,"pigeon",3,6,3,2,0,3.55769230769231,18
395,"cardinal",4,6,4,1,1,3.55769230769231,19
395,"cub",7,7,1,1,1,3.55769230769231,20
395,"kangaroo",3,8,1,1,1,3.55769230769231,21
395,"flamingo",4,9,1,2,0,3.55769230769231,22
395,"pheasant",2,9,2,1,1,3.55769230769231,23
395,"pig",6,10,1,4,0,3.55769230769231,24
395,"sheep",2,10,2,3,0,3.55769230769231,25
395,"cow",1,10,3,2,0,3.55769230769231,26
395,"horse",2,10,4,1,1,3.55769230769231,27
395,"bull",2,11,1,1,1,3.55769230769231,28
395,"duck",2,12,1,2,0,3.55769230769231,29
395,"goose",3,12,2,1,1,3.55769230769231,30
395,"hippopotamus",7,13,1,3,0,3.55769230769231,31
395,"cheetah",5,13,3,1,1,3.55769230769231,33
395,"bird",4,14,1,3,0,3.55769230769231,34
395,"parrot",4,14,2,2,0,3.55769230769231,35
395,"parakeet",3,14,3,1,1,3.55769230769231,36
395,"monkey",2,15,1,3,0,3.55769230769231,37
395,"gorilla",3,15,3,1,1,3.55769230769231,39
395,"butterfly",8,16,1,2,0,3.55769230769231,40
395,"ant",2,16,2,1,1,3.55769230769231,41
395,"spider",2,17,1,1,1,3.55769230769231,42
395,"bee",3,18,1,2,0,3.55769230769231,43
395,"wasp",2,18,2,1,1,3.55769230769231,44
395,"tarantula",3,20,1,1,1,3.55769230769231,46
395,"lizard",2,21,1,5,0,3.55769230769231,47
395,"gecko",1,21,2,4,0,3.55769230769231,48
395,"snake",3,21,3,3,0,3.55769230769231,49
395,"gardensnake",6,21,4,2,0,3.55769230769231,50
395,"leopard",14,22,1,99,0,3.55769230769231,52
396,"elephant",4,1,1,1,1,4.74358974358974,1
396,"jaguar",2,2,1,4,0,4.74358974358974,2
396,"panther",2,2,2,3,0,4.74358974358974,3
396,"cat",2,2,3,2,0,4.74358974358974,4
396,"dog",3,2,4,1,1,4.74358974358974,5
396,"giraffe",3,3,1,4,0,4.74358974358974,6
396,"lion",3,3,2,3,0,4.74358974358974,7
396,"gazelle",3,3,3,2,0,4.74358974358974,8
396,"rhino",3,3,4,1,1,4.74358974358974,9
396,"bird",5,4,1,1,1,4.74358974358974,10
396,"beetle",10,5,1,1,1,4.74358974358974,11
396,"mongoose",3,6,1,1,1,4.74358974358974,12
396,"platypus",7,7,1,2,0,4.74358974358974,13
396,"kangaroo",4,7,2,1,1,4.74358974358974,14
396,"buffalo",4,8,1,1,1,4.74358974358974,15
396,"deer",2,9,1,1,1,4.74358974358974,16
396,"turkey",2,10,1,1,1,4.74358974358974,17
396,"mountainlion",15,11,1,1,1,4.74358974358974,18
396,"goat",2,12,1,1,1,4.74358974358974,19
396,"moose",4,13,1,1,1,4.74358974358974,20
396,"cow",5,14,1,2,0,4.74358974358974,21
396,"horse",1,14,2,1,1,4.74358974358974,22
396,"wildebeest",8,15,1,2,0,4.74358974358974,23
396,"ram",5,15,2,1,1,4.74358974358974,24
396,"sheep",3,16,1,3,0,4.74358974358974,25
396,"llama",6,16,2,2,0,4.74358974358974,26
396,"alpaca",2,16,3,1,1,4.74358974358974,27
396,"rat",5,17,1,2,0,4.74358974358974,28
396,"mouse",3,17,2,1,1,4.74358974358974,29
396,"caribou",7,18,1,1,1,4.74358974358974,30
396,"zebra",3,19,1,1,1,4.74358974358974,31
396,"koala",8,20,1,1,1,4.74358974358974,32
396,"yak",9,21,1,1,1,4.74358974358974,33
396,"gerbil",10,22,1,1,1,4.74358974358974,34
396,"walrus",5,23,1,1,1,4.74358974358974,35
396,"hippopotamus",1,24,1,2,0,4.74358974358974,36
396,"tiger",4,24,2,1,1,4.74358974358974,37
396,"bear",1,25,1,1,1,4.74358974358974,38
396,"unicorn",16,26,1,99,0,4.74358974358974,39
397,"mouse",4,1,1,1,1,4.7,1
397,"dog",2,2,1,3,0,4.7,2
397,"cat",1,2,2,2,0,4.7,3
397,"fish",3,2,3,1,1,4.7,4
397,"elephant",3,3,1,2,0,4.7,5
397,"woollymammoth",4,3,2,1,1,4.7,6
397,"cougar",4,4,1,5,0,4.7,7
397,"wildcat",2,4,2,4,0,4.7,8
397,"lion",2,4,3,3,0,4.7,9
397,"tiger",3,4,4,2,0,4.7,10
397,"jaguar",4,4,5,1,1,4.7,11
397,"bear",2,5,1,3,0,4.7,12
397,"rabbit",5,5,2,2,0,4.7,13
397,"wolf",2,5,3,1,1,4.7,14
397,"duck",3,6,1,8,0,4.7,15
397,"eagle",3,6,2,7,0,4.7,16
397,"goose",3,6,3,6,0,4.7,17
397,"swan",3,6,4,5,0,4.7,18
397,"bird",2,6,5,4,0,4.7,19
397,"crow",4,6,6,3,0,4.7,20
397,"hawk",2,6,7,2,0,4.7,21
397,"owl",7,6,8,1,1,4.7,22
397,"squirrel",7,7,1,1,1,4.7,23
397,"giraffe",19,8,1,3,0,4.7,24
397,"monkey",5,8,2,2,0,4.7,25
397,"ape",2,8,3,1,1,4.7,26
397,"whale",3,9,1,3,0,4.7,27
397,"shark",3,9,2,2,0,4.7,28
397,"dolphin",4,9,3,1,1,4.7,29
397,"bunny",15,10,1,1,1,4.7,30
397,"turtle",8,11,1,2,0,4.7,31
397,"snake",2,11,2,1,1,4.7,32
397,"turkey",4,12,1,4,0,4.7,33
397,"chicken",2,12,2,3,0,4.7,34
397,"rooster",3,12,3,2,0,4.7,35
397,"hen",2,12,4,1,1,4.7,36
397,"hamster",18,13,1,1,1,4.7,37
397,"elk",9,14,1,2,0,4.7,38
397,"deer",2,14,2,1,1,4.7,39
397,"pigeon",12,15,1,99,0,4.7,40
398,"cat",4,1,1,2,0,4.78947368421053,1
398,"dog",1,1,2,1,1,4.78947368421053,2
398,"rat",1,2,1,2,0,4.78947368421053,3
398,"hamster",2,2,2,1,1,4.78947368421053,4
398,"rooster",1,3,1,1,1,4.78947368421053,5
398,"rabbit",4,4,1,1,1,4.78947368421053,6
398,"toad",1,5,1,6,0,4.78947368421053,7
398,"frog",2,5,2,5,0,4.78947368421053,8
398,"gecko",5,5,3,4,0,4.78947368421053,9
398,"snake",2,5,4,3,0,4.78947368421053,10
398,"lizard",3,5,5,2,0,4.78947368421053,11
398,"alligator",2,5,6,1,1,4.78947368421053,12
398,"wombat",3,6,1,1,1,4.78947368421053,13
398,"bat",1,7,1,1,1,4.78947368421053,14
398,"spidermonkey",7,8,1,2,0,4.78947368421053,15
398,"monkey",2,8,2,1,1,4.78947368421053,16
398,"whale",1,9,1,1,1,4.78947368421053,17
398,"zebra",7,10,1,1,1,4.78947368421053,18
398,"cougar",3,11,1,3,0,4.78947368421053,19
398,"lion",2,11,2,2,0,4.78947368421053,20
398,"tiger",1,11,3,1,1,4.78947368421053,21
398,"bear",1,12,1,3,0,4.78947368421053,22
398,"squirrel",11,12,2,2,0,4.78947368421053,23
398,"raccoon",2,12,3,1,1,4.78947368421053,24
398,"crow",2,13,1,2,0,4.78947368421053,25
398,"bird",2,13,2,1,1,4.78947368421053,26
398,"jaguar",16,14,1,2,0,4.78947368421053,27
398,"puma",6,14,2,1,1,4.78947368421053,28
398,"blackmamba",3,15,1,2,0,4.78947368421053,29
398,"crocodile",6,15,2,1,1,4.78947368421053,30
398,"meerkat",14,16,1,2,0,4.78947368421053,31
398,"gorilla",16,16,2,1,1,4.78947368421053,32
398,"flamingo",5,17,1,1,1,4.78947368421053,33
398,"devil",11,18,1,1,1,4.78947368421053,34
398,"rhinoceros",8,19,1,2,0,4.78947368421053,35
398,"hippopotamus",5,19,2,1,1,4.78947368421053,36
398,"shark",9,20,1,99,0,4.78947368421053,37
398,"penguin",10,20,2,99,0,4.78947368421053,38
474,"bird",3,1,1,1,1,6.38709677419355,1
474,"dog",2,2,1,2,0,6.38709677419355,2
474,"cat",1,2,2,1,1,6.38709677419355,3
474,"horse",1,3,1,2,0,6.38709677419355,4
474,"cow",0,3,2,1,1,6.38709677419355,5
474,"pig",9,5,1,5,0,6.38709677419355,7
474,"donkey",1,5,2,4,0,6.38709677419355,8
474,"elephant",1,5,3,3,0,6.38709677419355,9
474,"monkey",2,5,4,2,0,6.38709677419355,10
474,"bear",1,6,1,1,1,6.38709677419355,12
474,"gorilla",1,7,1,3,0,6.38709677419355,13
474,"tiger",3,7,2,2,0,6.38709677419355,14
474,"lion",3,7,3,1,1,6.38709677419355,15
474,"rat",2,8,1,2,0,6.38709677419355,16
474,"mouse",3,8,2,1,1,6.38709677419355,17
474,"snake",2,9,1,6,0,6.38709677419355,18
474,"lizard",1,9,2,5,0,6.38709677419355,19
474,"frog",4,9,3,4,0,6.38709677419355,20
474,"hamster",9,9,4,3,0,6.38709677419355,21
474,"fish",2,9,5,2,0,6.38709677419355,22
474,"guineapig",3,9,6,1,1,6.38709677419355,23
474,"rooster",4,10,1,3,0,6.38709677419355,24
474,"chicken",1,10,2,2,0,6.38709677419355,25
474,"turkey",3,10,3,1,1,6.38709677419355,26
474,"ferret",27,11,1,2,0,6.38709677419355,27
474,"parrot",3,11,2,1,1,6.38709677419355,28
474,"shark",21,12,1,1,1,6.38709677419355,29
474,"deer",36,13,1,99,0,6.38709677419355,30
474,"moose",41,13,2,99,0,6.38709677419355,31
475,"monkey",2,1,1,1,1,3.95652173913043,1
475,"dog",1,2,1,2,0,3.95652173913043,2
475,"cat",1,2,2,1,1,3.95652173913043,3
475,"bird",1,3,1,1,1,3.95652173913043,4
475,"lion",2,4,1,2,0,3.95652173913043,5
475,"giraffe",2,4,2,1,1,3.95652173913043,6
475,"pig",2,5,1,2,0,3.95652173913043,7
475,"cow",1,5,2,1,1,3.95652173913043,8
475,"seagull",3,7,1,1,1,3.95652173913043,10
475,"fish",3,8,1,4,0,3.95652173913043,11
475,"whale",3,8,2,3,0,3.95652173913043,12
475,"shark",2,8,3,2,0,3.95652173913043,13
475,"rat",3,9,1,3,0,3.95652173913043,15
475,"mouse",0,9,2,2,0,3.95652173913043,16
475,"worm",2,10,1,1,1,3.95652173913043,18
475,"snake",5,11,1,2,0,3.95652173913043,19
475,"spider",2,11,2,1,1,3.95652173913043,20
475,"octopus",6,12,1,3,0,3.95652173913043,21
475,"seal",7,12,2,2,0,3.95652173913043,22
475,"dolphin",3,12,3,1,1,3.95652173913043,23
475,"hawk",3,13,1,1,1,3.95652173913043,24
475,"dinosaur",11,14,1,1,1,3.95652173913043,25
475,"duck",10,15,1,2,0,3.95652173913043,26
475,"quail",5,15,2,1,1,3.95652173913043,27
475,"gerbil",6,16,1,6,0,3.95652173913043,28
475,"hamster",2,16,2,5,0,3.95652173913043,29
475,"turtle",4,16,3,4,0,3.95652173913043,30
475,"frog",1,16,4,3,0,3.95652173913043,31
475,"alligator",2,16,5,2,0,3.95652173913043,32
475,"crocodile",2,16,6,1,1,3.95652173913043,33
475,"bear",15,17,1,4,0,3.95652173913043,34
475,"fox",2,17,2,3,0,3.95652173913043,35
475,"wolf",2,17,3,2,0,3.95652173913043,36
475,"rabbit",3,17,4,1,1,3.95652173913043,37
475,"zebra",4,18,1,1,1,3.95652173913043,38
475,"horse",9,19,1,1,1,3.95652173913043,39
475,"hyena",9,20,1,3,0,3.95652173913043,40
475,"tiger",3,20,2,2,0,3.95652173913043,41
475,"elephant",4,20,3,1,1,3.95652173913043,42
475,"chicken",6,21,1,1,1,3.95652173913043,43
475,"possum",5,22,1,1,1,3.95652173913043,44
475,"yak",11,23,1,1,1,3.95652173913043,45
475,"tarantula",8,24,1,99,0,3.95652173913043,46
476,"dog",4,1,1,2,0,5.84375,1
476,"cat",1,1,2,1,1,5.84375,2
476,"bird",2,2,1,1,1,5.84375,3
476,"fish",3,3,1,1,1,5.84375,4
476,"lion",3,4,1,5,0,5.84375,5
476,"giraffe",3,4,2,4,0,5.84375,6
476,"monkey",5,4,3,3,0,5.84375,7
476,"elephant",10,4,5,1,1,5.84375,9
476,"rat",13,5,1,3,0,5.84375,10
476,"mouse",4,5,2,2,0,5.84375,11
476,"guineapig",5,5,3,1,1,5.84375,12
476,"badger",10,6,1,1,1,5.84375,13
476,"possum",2,7,1,1,1,5.84375,14
476,"raccoon",4,8,1,2,0,5.84375,15
476,"deer",3,8,2,1,1,5.84375,16
476,"turkey",4,9,1,3,0,5.84375,17
476,"pig",1,9,2,2,0,5.84375,18
476,"horse",3,9,3,1,1,5.84375,19
476,"buffalo",28,10,1,3,0,5.84375,20
476,"antelope",3,10,3,1,1,5.84375,22
476,"alligator",4,11,1,2,0,5.84375,23
476,"crocodile",3,11,2,1,1,5.84375,24
476,"panther",10,12,1,1,1,5.84375,25
476,"wolf",3,13,1,6,0,5.84375,26
476,"moose",2,13,2,5,0,5.84375,27
476,"caribou",3,13,3,4,0,5.84375,28
476,"reindeer",6,13,4,3,0,5.84375,29
476,"polarbear",5,13,5,2,0,5.84375,30
476,"blackbear",5,13,6,1,1,5.84375,31
476,"muskrat",23,14,1,99,0,5.84375,32
477,"dog",4,1,1,2,0,5.44117647058824,1
477,"cat",2,1,2,1,1,5.44117647058824,2
477,"rat",2,2,1,2,0,5.44117647058824,3
477,"mouse",3,2,2,1,1,5.44117647058824,4
477,"tiger",4,3,1,1,1,5.44117647058824,5
477,"bear",2,4,1,1,1,5.44117647058824,6
477,"lion",5,5,1,2,0,5.44117647058824,7
477,"cheetah",4,5,2,1,1,5.44117647058824,8
477,"python",4,6,1,1,1,5.44117647058824,9
477,"panther",4,7,1,4,0,5.44117647058824,10
477,"zebra",5,7,2,3,0,5.44117647058824,11
477,"giraffe",5,7,3,2,0,5.44117647058824,12
477,"elephant",3,7,4,1,1,5.44117647058824,13
477,"penguin",6,8,1,3,0,5.44117647058824,14
477,"polarbear",9,8,2,2,0,5.44117647058824,15
477,"panda",4,8,3,1,1,5.44117647058824,16
477,"snake",4,9,1,2,0,5.44117647058824,17
477,"gardensnake",7,9,2,1,1,5.44117647058824,18
477,"snail",3,10,1,5,0,5.44117647058824,19
477,"toad",8,10,2,4,0,5.44117647058824,20
477,"frog",2,10,3,3,0,5.44117647058824,21
477,"chameleon",9,10,4,2,0,5.44117647058824,22
477,"lizard",4,10,5,1,1,5.44117647058824,23
477,"slug",8,11,1,1,1,5.44117647058824,24
477,"horse",6,12,1,2,0,5.44117647058824,25
477,"camel",3,12,2,1,1,5.44117647058824,26
477,"kangaroo",7,13,1,2,0,5.44117647058824,27
477,"koala",6,13,2,1,1,5.44117647058824,28
477,"shark",7,14,1,4,0,5.44117647058824,29
477,"whale",2,14,2,3,0,5.44117647058824,30
477,"goldfish",7,14,3,2,0,5.44117647058824,31
477,"angelfish",4,14,4,1,1,5.44117647058824,32
477,"salamander",18,15,1,1,1,5.44117647058824,33
477,"spider",14,16,1,99,0,5.44117647058824,34
478,"dog",3,1,1,2,0,6.76666666666667,1
478,"cat",1,1,2,1,1,6.76666666666667,2
478,"chicken",2,2,1,2,0,6.76666666666667,3
478,"duck",2,2,2,1,1,6.76666666666667,4
478,"elephant",3,3,1,1,1,6.76666666666667,5
478,"mouse",3,4,1,2,0,6.76666666666667,6
478,"hamster",5,4,2,1,1,6.76666666666667,7
478,"sheep",3,5,1,1,1,6.76666666666667,8
478,"moose",10,6,1,1,1,6.76666666666667,9
478,"giraffe",3,7,1,2,0,6.76666666666667,10
478,"monkey",2,7,2,1,1,6.76666666666667,11
478,"fish",3,8,1,1,1,6.76666666666667,12
478,"leopard",4,9,1,2,0,6.76666666666667,13
478,"zebra",3,9,2,1,1,6.76666666666667,14
478,"lizard",6,10,1,2,0,6.76666666666667,15
478,"rabbit",4,10,2,1,1,6.76666666666667,16
478,"chimpanzee",19,11,1,1,1,6.76666666666667,17
478,"rat",11,12,1,1,1,6.76666666666667,18
478,"tiger",28,13,1,1,1,6.76666666666667,19
478,"bear",3,14,1,1,1,6.76666666666667,20
478,"lion",3,15,1,1,1,6.76666666666667,21
478,"gerbil",10,16,1,2,0,6.76666666666667,22
478,"ferret",3,16,2,1,1,6.76666666666667,23
478,"penguin",9,17,1,2,0,6.76666666666667,24
478,"ostrich",4,17,2,1,1,6.76666666666667,25
478,"polarbear",7,18,1,1,1,6.76666666666667,26
478,"koala",4,19,1,1,1,6.76666666666667,27
478,"deer",13,20,1,2,0,6.76666666666667,28
478,"reindeer",2,20,2,1,1,6.76666666666667,29
478,"goldfish",30,21,1,99,0,6.76666666666667,30
479,"cat",2,1,1,2,0,3.93478260869565,1
479,"dog",2,1,2,1,1,3.93478260869565,2
479,"elephant",3,2,1,6,0,3.93478260869565,3
479,"giraffe",2,2,2,5,0,3.93478260869565,4
479,"monkey",3,2,3,4,0,3.93478260869565,5
479,"gorilla",3,2,4,3,0,3.93478260869565,6
479,"ape",1,2,5,2,0,3.93478260869565,7
479,"chimpanzee",4,2,6,1,1,3.93478260869565,8
479,"penguin",4,3,1,1,1,3.93478260869565,9
479,"antelope",3,4,1,3,0,3.93478260869565,10
479,"lion",3,4,2,2,0,3.93478260869565,11
479,"tiger",3,4,3,1,1,3.93478260869565,12
479,"grizzly",4,5,1,2,0,3.93478260869565,13
479,"blackbear",4,5,2,1,1,3.93478260869565,14
479,"seal",2,6,1,2,0,3.93478260869565,15
479,"walrus",3,6,2,1,1,3.93478260869565,16
479,"flamingo",6,7,1,2,0,3.93478260869565,17
479,"peacock",5,7,2,1,1,3.93478260869565,18
479,"squirrel",4,8,1,2,0,3.93478260869565,19
479,"chipmunk",5,8,2,1,1,3.93478260869565,20
479,"fish",5,9,1,6,0,3.93478260869565,21
479,"starfish",3,9,2,5,0,3.93478260869565,22
479,"seahorse",2,9,3,4,0,3.93478260869565,23
479,"shark",6,9,4,3,0,3.93478260869565,24
479,"killerwhale",5,9,5,2,0,3.93478260869565,25
479,"clownfish",9,9,6,1,1,3.93478260869565,26
479,"dalmation",9,10,1,1,1,3.93478260869565,27
479,"sparrow",5,11,1,4,0,3.93478260869565,28
479,"eagle",3,11,2,3,0,3.93478260869565,29
479,"egret",4,11,3,2,0,3.93478260869565,30
479,"bluefootedbooby",7,11,4,1,1,3.93478260869565,31
479,"muskrat",9,12,1,1,1,3.93478260869565,32
479,"possum",3,13,1,1,1,3.93478260869565,33
479,"mole",3,14,1,1,1,3.93478260869565,34
479,"raccoon",3,15,1,1,1,3.93478260869565,35
479,"goose",2,16,1,3,0,3.93478260869565,36
479,"duck",3,16,2,2,0,3.93478260869565,37
479,"gulls",2,16,3,1,1,3.93478260869565,38
479,"cow",7,17,1,4,0,3.93478260869565,39
479,"horse",2,17,2,3,0,3.93478260869565,40
479,"pig",2,17,3,2,0,3.93478260869565,41
479,"sheep",5,17,4,1,1,3.93478260869565,42
479,"ewe",1,18,1,1,1,3.93478260869565,43
479,"lamb",3,19,1,1,1,3.93478260869565,44
479,"wolf",4,20,1,1,1,3.93478260869565,45
479,"leopard",8,21,1,99,0,3.93478260869565,46
480,"dog",3,1,1,4,0,4.45238095238095,1
480,"cat",1,1,2,3,0,4.45238095238095,2
480,"ferret",2,1,3,2,0,4.45238095238095,3
480,"lizard",4,1,4,1,1,4.45238095238095,4
480,"panda",2,2,1,1,1,4.45238095238095,5
480,"koala",3,3,1,1,1,4.45238095238095,6
480,"seal",2,4,1,6,0,4.45238095238095,7
480,"dolphin",4,4,2,5,0,4.45238095238095,8
480,"fish",1,4,3,4,0,4.45238095238095,9
480,"shark",1,4,4,3,0,4.45238095238095,10
480,"whale",3,4,5,2,0,4.45238095238095,11
480,"sealion",2,4,6,1,1,4.45238095238095,12
480,"polarbear",4,5,1,5,0,4.45238095238095,13
480,"blackbear",4,5,2,4,0,4.45238095238095,14
480,"grizzly",4,5,3,3,0,4.45238095238095,15
480,"fox",3,5,4,2,0,4.45238095238095,16
480,"coyote",2,5,5,1,1,4.45238095238095,17
480,"pig",7,6,1,4,0,4.45238095238095,18
480,"cow",1,6,2,3,0,4.45238095238095,19
480,"horse",3,6,3,2,0,4.45238095238095,20
480,"duck",1,6,4,1,1,4.45238095238095,21
480,"frog",2,7,1,2,0,4.45238095238095,22
480,"snake",2,7,2,1,1,4.45238095238095,23
480,"snail",2,8,1,2,0,4.45238095238095,24
480,"turtle",2,8,2,1,1,4.45238095238095,25
480,"fly",2,9,1,2,0,4.45238095238095,26
480,"butterfly",3,9,2,1,1,4.45238095238095,27
480,"tiger",9,10,1,1,1,4.45238095238095,28
480,"groundhog",15,11,1,1,1,4.45238095238095,29
480,"zebra",8,12,1,1,1,4.45238095238095,30
480,"kangaroo",3,13,1,1,1,4.45238095238095,31
480,"crab",4,14,1,2,0,4.45238095238095,32
480,"lobster",4,14,2,1,1,4.45238095238095,33
480,"possum",20,15,1,1,1,4.45238095238095,34
480,"raccoon",4,16,1,5,0,4.45238095238095,35
480,"squirrel",13,16,2,4,0,4.45238095238095,36
480,"chipmunk",4,16,3,3,0,4.45238095238095,37
480,"rabbit",4,16,4,2,0,4.45238095238095,38
480,"jackrabbit",5,16,5,1,1,4.45238095238095,39
480,"chinchilla",10,17,1,1,1,4.45238095238095,40
480,"bat",6,18,1,1,1,4.45238095238095,41
480,"gorilla",8,19,1,99,0,4.45238095238095,42
481,"human",4,1,1,2,0,5,1
481,"monkey",2,1,2,1,1,5,2
481,"bird",2,2,1,1,1,5,3
481,"frog",2,3,1,1,1,5,4
481,"leopard",4,4,1,5,0,5,5
481,"tiger",2,4,2,4,0,5,6
481,"giraffe",3,4,3,3,0,5,7
481,"elephant",3,4,4,2,0,5,8
481,"gorilla",2,4,5,1,1,5,9
481,"snake",2,5,1,1,1,5,10
481,"fly",3,6,1,1,1,5,11
481,"anteater",14,7,1,1,1,5,12
481,"dog",11,8,1,5,0,5,13
481,"cat",1,8,2,4,0,5,14
481,"hamster",5,8,3,3,0,5,15
481,"rat",3,8,4,2,0,5,16
481,"mouse",2,8,5,1,1,5,17
481,"turtle",4,9,1,2,0,5,18
481,"guineapig",5,9,2,1,1,5,19
481,"kangaroo",9,10,1,2,0,5,20
481,"koala",2,10,2,1,1,5,21
481,"chipmunk",4,11,1,2,0,5,22
481,"squirrel",8,11,2,1,1,5,23
481,"crocodile",12,12,1,2,0,5,24
